Chromosome/scaffold name,Strand,Transcript start (bp),Transcript end (bp),5' UTR end,3' UTR start,Gene stable ID,Gene name,Transcript stable ID,Protein stable ID
II,1,715227,716311,,716227,SPBC119.02,ubc4,SPBC119.02.1,SPBC119.02.1:pep
I,1,2382470,2385153,2383171,,SPAC22H10.07,scd2,SPAC22H10.07.1,SPAC22H10.07.1:pep
I,1,2382470,2385153,,2384836,SPAC22H10.07,scd2,SPAC22H10.07.1,SPAC22H10.07.1:pep
II,-1,745971,750738,750738,745971,SPBC119.16c,SPBC119.16c,SPBC119.16c.1,SPBC119.16c.1:pep
II,-1,758321,764577,764577,,SPBC577.06c,stt4,SPBC577.06c.1,SPBC577.06c.1:pep
II,-1,758321,764577,,,SPBC577.06c,stt4,SPBC577.06c.1,SPBC577.06c.1:pep
II,-1,758321,764577,,,SPBC577.06c,stt4,SPBC577.06c.1,SPBC577.06c.1:pep
II,-1,758321,764577,,,SPBC577.06c,stt4,SPBC577.06c.1,SPBC577.06c.1:pep
II,-1,758321,764577,,758321,SPBC577.06c,stt4,SPBC577.06c.1,SPBC577.06c.1:pep
I,1,2433332,2435623,2433391,2435270,SPAC6B12.12,tom70,SPAC6B12.12.1,SPAC6B12.12.1:pep
II,-1,766352,767536,767536,,SPBC577.08c,txl1,SPBC577.08c.1,SPBC577.08c.1:pep
II,-1,766352,767536,,766352,SPBC577.08c,txl1,SPBC577.08c.1,SPBC577.08c.1:pep
I,1,2450314,2451737,,,SPNCRNA.828,SPNCRNA.828,SPNCRNA.828.1,
II,1,773121,775489,773479,,SPBC577.12,dph6,SPBC577.12.1,SPBC577.12.1:pep
II,1,773121,775489,,775396,SPBC577.12,dph6,SPBC577.12.1,SPBC577.12.1:pep
I,-1,2465369,2467346,2467346,2465369,SPAC19A8.10,rfp1,SPAC19A8.10.1,SPAC19A8.10.1:pep
II,1,775718,778721,775772,,SPBC577.13,syj2,SPBC577.13.1,SPBC577.13.1:pep
II,1,775718,778721,,,SPBC577.13,syj2,SPBC577.13.1,SPBC577.13.1:pep
II,1,775718,778721,,,SPBC577.13,syj2,SPBC577.13.1,SPBC577.13.1:pep
II,1,775718,778721,,778583,SPBC577.13,syj2,SPBC577.13.1,SPBC577.13.1:pep
I,1,2530096,2531201,2530137,2530792,SPAC25H1.05,meu29,SPAC25H1.05.1,SPAC25H1.05.1:pep
I,-1,2536605,2537929,2537929,2536605,SPAC25H1.08c,SPAC25H1.08c,SPAC25H1.08c.1,SPAC25H1.08c.1:pep
II,-1,824805,827995,827995,824805,SPBC530.14c,dsk1,SPBC530.14c.1,SPBC530.14c.1:pep
I,-1,2562276,2562427,,,SPSNRNA.06,snu6,SPSNRNA.06.1,
I,-1,2562276,2562427,,,SPSNRNA.06,snu6,SPSNRNA.06.1,
I,-1,2604051,2605296,2605296,2604051,SPAC823.13c,SPAC823.13c,SPAC823.13c.1,SPAC823.13c.1:pep
I,1,2613107,2614473,2613295,,SPAC7D4.13c,SPAC7D4.13c,SPAC7D4.13c.1,SPAC7D4.13c.1:pep
I,1,2613107,2614473,,2614307,SPAC7D4.13c,SPAC7D4.13c,SPAC7D4.13c.1,SPAC7D4.13c.1:pep
I,-1,2627988,2628071,,,SPSNORNA.12,snoR02,SPSNORNA.12.1,
II,1,847930,849485,847984,,SPBC36.04,cys11,SPBC36.04.1,SPBC36.04.1:pep
II,1,847930,849485,,849186,SPBC36.04,cys11,SPBC36.04.1,SPBC36.04.1:pep
I,1,2633757,2637156,2634210,2636872,SPAC7D4.03c,SPAC7D4.03c,SPAC7D4.03c.1,SPAC7D4.03c.1:pep
II,1,886481,887647,886615,,SPBC713.10,tim16,SPBC713.10.1,SPBC713.10.1:pep
II,1,886481,887647,,887068,SPBC713.10,tim16,SPBC713.10.1,SPBC713.10.1:pep
II,1,896715,897364,,,SPNCRNA.1396,psy2-antisense-1,SPNCRNA.1396.1,
I,-1,2678518,2679209,2679209,2678518,SPAC644.05c,dut1,SPAC644.05c.1,SPAC644.05c.1:pep
II,-1,900653,901207,,,SPNCRNA.566,mcp5-antisense-2,SPNCRNA.566.1,
II,1,901669,902987,901941,902686,SPBC216.03,SPBC216.03,SPBC216.03.1,SPBC216.03.1:pep
I,-1,2705764,2707435,2707435,,SPAPB2B4.01c,gpi12,SPAPB2B4.01c.1,SPAPB2B4.01c.1:pep
I,-1,2705764,2707435,,,SPAPB2B4.01c,gpi12,SPAPB2B4.01c.1,SPAPB2B4.01c.1:pep
I,-1,2705764,2707435,,,SPAPB2B4.01c,gpi12,SPAPB2B4.01c.1,SPAPB2B4.01c.1:pep
I,-1,2705764,2707435,,2705764,SPAPB2B4.01c,gpi12,SPAPB2B4.01c.1,SPAPB2B4.01c.1:pep
II,-1,932654,934311,934311,932654,SPBC646.06c,agn2,SPBC646.06c.1,SPBC646.06c.1:pep
II,1,942898,944922,942941,,SPBC646.11,cct6,SPBC646.11.1,SPBC646.11.1:pep
II,1,942898,944922,,,SPBC646.11,cct6,SPBC646.11.1,SPBC646.11.1:pep
II,1,942898,944922,,,SPBC646.11,cct6,SPBC646.11.1,SPBC646.11.1:pep
II,1,942898,944922,,944774,SPBC646.11,cct6,SPBC646.11.1,SPBC646.11.1:pep
I,1,2722668,2724062,2722734,,SPAPB2B4.06,SPAPB2B4.06,SPAPB2B4.06.1,SPAPB2B4.06.1:pep
I,1,2722668,2724062,,,SPAPB2B4.06,SPAPB2B4.06,SPAPB2B4.06.1,SPAPB2B4.06.1:pep
I,1,2722668,2724062,,,SPAPB2B4.06,SPAPB2B4.06,SPAPB2B4.06.1,SPAPB2B4.06.1:pep
I,1,2722668,2724062,,2723661,SPAPB2B4.06,SPAPB2B4.06,SPAPB2B4.06.1,SPAPB2B4.06.1:pep
II,1,950715,952292,950823,,SPBC646.13,sds23,SPBC646.13.1,SPBC646.13.1:pep
II,1,950715,952292,950880,952108,SPBC646.13,sds23,SPBC646.13.1,SPBC646.13.1:pep
II,-1,967736,968767,,,SPBP35G2.03c,sgo1,SPBP35G2.03c.1,SPBP35G2.03c.1:pep
II,-1,967736,968767,,967736,SPBP35G2.03c,sgo1,SPBP35G2.03c.1,SPBP35G2.03c.1:pep
I,-1,2746667,2748180,2748180,,SPAC6F6.08c,cdc16,SPAC6F6.08c.1,SPAC6F6.08c.1:pep
I,-1,2746667,2748180,,,SPAC6F6.08c,cdc16,SPAC6F6.08c.1,SPAC6F6.08c.1:pep
I,-1,2746667,2748180,,,SPAC6F6.08c,cdc16,SPAC6F6.08c.1,SPAC6F6.08c.1:pep
I,-1,2746667,2748180,,2746667,SPAC6F6.08c,cdc16,SPAC6F6.08c.1,SPAC6F6.08c.1:pep
II,1,980867,981978,981239,,SPBP35G2.09,usp103,SPBP35G2.09.1,SPBP35G2.09.1:pep
II,1,980867,981978,,,SPBP35G2.09,usp103,SPBP35G2.09.1,SPBP35G2.09.1:pep
II,1,980867,981978,,981894,SPBP35G2.09,usp103,SPBP35G2.09.1,SPBP35G2.09.1:pep
I,-1,2754843,2755977,,,SPNCRNA.850,SPAC6F6.12-antisense-1,SPNCRNA.850.1,
II,1,988916,990326,989557,990176,SPBP35G2.12,SPBP35G2.12,SPBP35G2.12.1,SPBP35G2.12.1:pep
II,1,991484,992571,,,SPNCRNA.1402,SPNCRNA.1402,SPNCRNA.1402.1,
I,-1,2762475,2765950,2765950,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,2765706,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,,,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2762475,2765950,,2762475,SPAC6F6.16c,tpz1,SPAC6F6.16c.1,SPAC6F6.16c.1:pep
I,-1,2775105,2777120,2777120,,SPAC1805.03c,trm13,SPAC1805.03c.1,SPAC1805.03c.1:pep
I,-1,2775105,2777120,,,SPAC1805.03c,trm13,SPAC1805.03c.1,SPAC1805.03c.1:pep
I,-1,2775105,2777120,,2775105,SPAC1805.03c,trm13,SPAC1805.03c.1,SPAC1805.03c.1:pep
II,-1,1015936,1019224,1019224,1015936,SPBC146.09c,lsd1,SPBC146.09c.1,SPBC146.09c.1:pep
II,1,1032324,1032771,,,SPNCRNA.42,prl42,SPNCRNA.42.1,
II,1,1047238,1048402,1047534,,SPBC337.09,erg28,SPBC337.09.1,SPBC337.09.1:pep
II,1,1047238,1048402,,,SPBC337.09,erg28,SPBC337.09.1,SPBC337.09.1:pep
II,1,1047238,1048402,,1048121,SPBC337.09,erg28,SPBC337.09.1,SPBC337.09.1:pep
I,1,2775128,2781053,2777370,,SPAC1805.04,nup132,SPAC1805.04.1,SPAC1805.04.1:pep
I,1,2775128,2781053,,2780924,SPAC1805.04,nup132,SPAC1805.04.1,SPAC1805.04.1:pep
II,1,1049981,1051446,1050314,1051293,SPBC337.11,SPBC337.11,SPBC337.11.1,SPBC337.11.1:pep
I,-1,2790112,2791285,2791285,2790112,SPAC1805.09c,fmt1,SPAC1805.09c.1,SPAC1805.09c.1:pep
I,-1,2797871,2800406,2800406,,SPAC1805.15c,pub2,SPAC1805.15c.1,SPAC1805.15c.1:pep
I,-1,2797871,2800406,,,SPAC1805.15c,pub2,SPAC1805.15c.1,SPAC1805.15c.1:pep
I,-1,2797871,2800406,,,SPAC1805.15c,pub2,SPAC1805.15c.1,SPAC1805.15c.1:pep
I,-1,2797871,2800406,,2797871,SPAC1805.15c,pub2,SPAC1805.15c.1,SPAC1805.15c.1:pep
I,-1,2802761,2802858,,,SPATRNALEU.02,SPATRNALEU.02,SPATRNALEU.02.1,
I,-1,2818022,2821120,2821120,2818022,SPAC3F10.02c,trk1,SPAC3F10.02c.1,SPAC3F10.02c.1:pep
II,1,1051557,1053615,1052079,,SPBC337.12,red5,SPBC337.12.1,SPBC337.12.1:pep
II,1,1051557,1053615,,,SPBC337.12,red5,SPBC337.12.1,SPBC337.12.1:pep
II,1,1051557,1053615,,1053472,SPBC337.12,red5,SPBC337.12.1,SPBC337.12.1:pep
II,-1,1063805,1066718,,,SPNCRNA.1408,SPBC1734.03-antisense-1,SPNCRNA.1408.1,
I,-1,2842079,2843650,2843650,2842079,SPAC3F10.12c,SPAC3F10.12c,SPAC3F10.12c.1,SPAC3F10.12c.1:pep
II,-1,1079941,1081342,,,SPNCRNA.1409,SPNCRNA.1409,SPNCRNA.1409.1,
II,1,1085836,1087137,1085935,,SPBC1734.13,atp3,SPBC1734.13.1,SPBC1734.13.1:pep
II,1,1085836,1087137,,1086921,SPBC1734.13,atp3,SPBC1734.13.1,SPBC1734.13.1:pep
II,1,1127972,1130513,,,SPNCRNA.1413,cft2-antisense-1,SPNCRNA.1413.1,
II,1,1136741,1137967,,,SPNCRNA.1414,SPBC1709.19c-antisense-1,SPNCRNA.1414.1,
I,1,2877422,2880590,2877518,2880354,SPACUNK4.16c,SPACUNK4.16c,SPACUNK4.16c.1,SPACUNK4.16c.1:pep
II,1,1158533,1160295,1158593,1160256,SPBC409.11,meu18,SPBC409.11.1,SPBC409.11.1:pep
II,-1,1168027,1169391,1169391,1168027,SPBC409.16c,saw1,SPBC409.16c.1,SPBC409.16c.1:pep
I,-1,2907643,2910274,2910274,2907643,SPAC513.01c,eft201,SPAC513.01c.1,SPAC513.01c.1:pep
II,-1,1174480,1175972,1175972,,SPBC409.20c,psh3,SPBC409.20c.1,SPBC409.20c.1:pep
II,-1,1174480,1175972,,1174480,SPBC409.20c,psh3,SPBC409.20c.1,SPBC409.20c.1:pep
I,1,2914480,2920278,2914900,2918135,SPAC513.05,ams1,SPAC513.05.1,SPAC513.05.1:pep
I,1,2924745,2926536,,,SPNCRNA.859,amt3-antisense-1,SPNCRNA.859.1,
II,-1,1177876,1180530,1180530,1177876,SPBC1306.01c,SPBC1306.01c,SPBC1306.01c.1,SPBC1306.01c.1:pep
II,1,1184427,1185324,,,SPBC4.01,dni2,SPBC4.01.1,SPBC4.01.1:pep
II,1,1184427,1185324,,,SPBC4.01,dni2,SPBC4.01.1,SPBC4.01.1:pep
I,-1,2967916,2972064,2972064,2967916,SPAPB24D3.10c,agl1,SPAPB24D3.10c.1,SPAPB24D3.10c.1:pep
I,1,2976790,2976979,,,SPRRNA.13,SPRRNA.13,SPRRNA.13.1,
I,-1,2992359,2994428,,,SPNCRNA.870,SPNCRNA.870,SPNCRNA.870.1,
I,-1,3001750,3004335,,,SPNCRNA.872,eta2-antisense-1,SPNCRNA.872.1,
I,-1,3007584,3009444,3009444,,SPAC31G5.12c,maf1,SPAC31G5.12c.1,SPAC31G5.12c.1:pep
I,-1,3007584,3009444,,,SPAC31G5.12c,maf1,SPAC31G5.12c.1,SPAC31G5.12c.1:pep
I,-1,3007584,3009444,,3007584,SPAC31G5.12c,maf1,SPAC31G5.12c.1,SPAC31G5.12c.1:pep
I,-1,3014389,3018849,3018849,,SPAC31G5.16c,dpm1,SPAC31G5.16c.1,SPAC31G5.16c.1:pep
I,-1,3014389,3018849,,3014389,SPAC31G5.16c,dpm1,SPAC31G5.16c.1,SPAC31G5.16c.1:pep
I,-1,3084610,3086022,,,SPNCRNA.214,ter1,SPNCRNA.214.1,
I,1,3093372,3095062,,,SPNCRNA.885,mug74-antisense-1,SPNCRNA.885.1,
I,1,3100014,3101322,3100106,,SPAC589.04,SPAC589.04,SPAC589.04.1,SPAC589.04.1:pep
I,1,3100014,3101322,,3101002,SPAC589.04,SPAC589.04,SPAC589.04.1,SPAC589.04.1:pep
I,-1,3113452,3114574,3114574,,SPAC688.02c,mis14,SPAC688.02c.1,SPAC688.02c.1:pep
I,-1,3113452,3114574,,,SPAC688.02c,mis14,SPAC688.02c.1,SPAC688.02c.1:pep
I,-1,3113452,3114574,,3113452,SPAC688.02c,mis14,SPAC688.02c.1,SPAC688.02c.1:pep
I,-1,3119219,3122605,3122605,3119219,SPAC688.07c,SPAC688.07c,SPAC688.07c.1,SPAC688.07c.1:pep
I,1,3163136,3164354,3163220,,SPAC3G9.10c,rrp41,SPAC3G9.10c.1,SPAC3G9.10c.1:pep
I,1,3163136,3164354,,,SPAC3G9.10c,rrp41,SPAC3G9.10c.1,SPAC3G9.10c.1:pep
I,1,3163136,3164354,,3164109,SPAC3G9.10c,rrp41,SPAC3G9.10c.1,SPAC3G9.10c.1:pep
I,-1,3176427,3177452,3177452,,SPAC3G9.04,ssu72,SPAC3G9.04.1,SPAC3G9.04.1:pep
I,-1,3176427,3177452,,3176427,SPAC3G9.04,ssu72,SPAC3G9.04.1,SPAC3G9.04.1:pep
I,-1,3179343,3180033,3180033,,SPAC3G9.03,rpl2301,SPAC3G9.03.1,SPAC3G9.03.1:pep
I,-1,3179343,3180033,,3179343,SPAC3G9.03,rpl2301,SPAC3G9.03.1,SPAC3G9.03.1:pep
I,1,3190456,3191217,,,SPNCRNA.14,prl14,SPNCRNA.14.1,
II,-1,1191208,1194204,1194204,,SPBC4.04c,mcm2,SPBC4.04c.1,SPBC4.04c.1:pep
II,-1,1191208,1194204,,1191208,SPBC4.04c,mcm2,SPBC4.04c.1,SPBC4.04c.1:pep
I,1,3211823,3214509,3211978,3214307,SPAC1486.10,thi1,SPAC1486.10.1,SPAC1486.10.1:pep
II,-1,1228148,1229239,1229239,1228148,SPBC725.13c,psf2,SPBC725.13c.1,SPBC725.13c.1:pep
I,1,3231335,3232976,3231535,3232856,SPAC6G10.08,idp1,SPAC6G10.08.1,SPAC6G10.08.1:pep
I,1,3253202,3254430,3253391,,SPAC6G9.05,pcd1,SPAC6G9.05.1,SPAC6G9.05.1:pep
I,1,3253202,3254430,3253512,3254371,SPAC6G9.05,pcd1,SPAC6G9.05.1,SPAC6G9.05.1:pep
I,1,3255912,3258277,,,SPNCRNA.898,pcp1-antisense-1,SPNCRNA.898.1,
I,-1,3310398,3312882,3312882,3310398,SPAPB1E7.08c,SPAPB1E7.08c,SPAPB1E7.08c.1,SPAPB1E7.08c.1:pep
II,1,1232588,1235587,1233334,,SPBC725.16,res1,SPBC725.16.1,SPBC725.16.1:pep
II,1,1232588,1235587,,1235376,SPBC725.16,res1,SPBC725.16.1,SPBC725.16.1:pep
II,-1,1264114,1264873,,,SPNCRNA.1423,SPNCRNA.1423,SPNCRNA.1423.1,
II,-1,1316220,1318472,1318472,1316220,SPBC30B4.06c,SPBC30B4.06c,SPBC30B4.06c.1,SPBC30B4.06c.1:pep
I,-1,3327940,3329007,,,SPAC2E1P5.04c,cwg2,SPAC2E1P5.04c.1,SPAC2E1P5.04c.1:pep
II,-1,1324193,1325832,1325832,1324193,SPBC27B12.03c,erg32,SPBC27B12.03c.1,SPBC27B12.03c.1:pep
II,-1,1350859,1354300,1354300,1350859,SPBC27B12.12c,SPBC27B12.12c,SPBC27B12.12c.1,SPBC27B12.12c.1:pep
I,1,3329311,3331216,3329361,3330937,SPAC2E1P5.05,rrp9,SPAC2E1P5.05.1,SPAC2E1P5.05.1:pep
II,1,1378386,1380215,1379591,1379961,SPBC8D2.11,SPBC8D2.11,SPBC8D2.11.1,SPBC8D2.11.1:pep
II,1,1403125,1404185,1403246,,SPBC17A3.02,SPBC17A3.02,SPBC17A3.02.1,SPBC17A3.02.1:pep
II,1,1403125,1404185,,,SPBC17A3.02,SPBC17A3.02,SPBC17A3.02.1,SPBC17A3.02.1:pep
II,1,1403125,1404185,,,SPBC17A3.02,SPBC17A3.02,SPBC17A3.02.1,SPBC17A3.02.1:pep
II,1,1403125,1404185,,,SPBC17A3.02,SPBC17A3.02,SPBC17A3.02.1,SPBC17A3.02.1:pep
II,1,1403125,1404185,,1403976,SPBC17A3.02,SPBC17A3.02,SPBC17A3.02.1,SPBC17A3.02.1:pep
I,1,3332541,3334714,3332668,3334271,SPAC26A3.01,sxa1,SPAC26A3.01.1,SPAC26A3.01.1:pep
II,1,1412910,1414047,1413054,,SPBC17A3.06,SPBC17A3.06,SPBC17A3.06.1,SPBC17A3.06.1:pep
II,1,1455028,1455333,,,SPBC32H8.15,SPBC32H8.15,SPBC32H8.15.1,SPBC32H8.15.1:pep
II,1,1461719,1463083,,,SPBC32H8.06,mug93,SPBC32H8.06.1,SPBC32H8.06.1:pep
II,1,1461719,1463083,,,SPBC32H8.06,mug93,SPBC32H8.06.1,SPBC32H8.06.1:pep
II,1,1461719,1463083,,,SPBC32H8.06,mug93,SPBC32H8.06.1,SPBC32H8.06.1:pep
I,1,3337678,3338408,3337747,3338279,SPAC26A3.04,rpl2002,SPAC26A3.04.1,SPAC26A3.04.1:pep
II,1,1468486,1470473,1468524,,SPBC32H8.09,wdr8,SPBC32H8.09.1,SPBC32H8.09.1:pep
II,1,1468486,1470473,,,SPBC32H8.09,wdr8,SPBC32H8.09.1,SPBC32H8.09.1:pep
II,1,1468486,1470473,,1470088,SPBC32H8.09,wdr8,SPBC32H8.09.1,SPBC32H8.09.1:pep
II,-1,1478007,1486116,1486116,1478007,SPBC32H8.13c,mok12,SPBC32H8.13c.1,SPBC32H8.13c.1:pep
I,1,3339116,3344445,3339135,,SPAC26A3.05,chc1,SPAC26A3.05.1,SPAC26A3.05.1:pep
I,1,3339116,3344445,,,SPAC26A3.05,chc1,SPAC26A3.05.1,SPAC26A3.05.1:pep
I,1,3339116,3344445,,3344233,SPAC26A3.05,chc1,SPAC26A3.05.1,SPAC26A3.05.1:pep
II,-1,1488036,1489773,1489773,,SPBC11B10.02c,his3,SPBC11B10.02c.1,SPBC11B10.02c.1:pep
II,-1,1488036,1489773,,,SPBC11B10.02c,his3,SPBC11B10.02c.1,SPBC11B10.02c.1:pep
II,-1,1488036,1489773,,,SPBC11B10.02c,his3,SPBC11B10.02c.1,SPBC11B10.02c.1:pep
II,-1,1488036,1489773,,1488036,SPBC11B10.02c,his3,SPBC11B10.02c.1,SPBC11B10.02c.1:pep
II,-1,1491579,1492989,1492989,1491579,SPBC11B10.04c,mrps28,SPBC11B10.04c.1,SPBC11B10.04c.1:pep
II,-1,1495924,1497640,1497640,,SPBC11B10.07c,ivn1,SPBC11B10.07c.1,SPBC11B10.07c.1:pep
II,-1,1495924,1497640,,,SPBC11B10.07c,ivn1,SPBC11B10.07c.1,SPBC11B10.07c.1:pep
II,-1,1495924,1497640,,1495924,SPBC11B10.07c,ivn1,SPBC11B10.07c.1,SPBC11B10.07c.1:pep
II,-1,1499986,1500798,,,SPNCRNA.1438,cdc2-antisense-1,SPNCRNA.1438.1,
I,-1,3356144,3361083,3361083,3356144,SPAC26A3.12c,dhp1,SPAC26A3.12c.1,SPAC26A3.12c.1:pep
I,-1,3361547,3365548,,,SPAC26A3.13c,Tf2-4,SPAC26A3.13c.1,SPAC26A3.13c.1:pep
II,1,1527616,1528831,1527905,1528476,SPBC83.10,SPBC83.10,SPBC83.10.1,SPBC83.10.1:pep
II,-1,1543492,1544843,1544843,,SPBC83.18c,fic1,SPBC83.18c.1,SPBC83.18c.1:pep
II,-1,1543492,1544843,,1543492,SPBC83.18c,fic1,SPBC83.18c.1,SPBC83.18c.1:pep
II,1,1554843,1557638,,,SPNCRNA.1443,SPNCRNA.1443,SPNCRNA.1443.1,
I,-1,3371257,3372581,3372581,3371257,SPAC26A3.17c,SPAC26A3.17c,SPAC26A3.17c.1,SPAC26A3.17c.1:pep
II,-1,1561326,1562123,1562123,1561326,SPBC27.01c,pga2,SPBC27.01c.1,SPBC27.01c.1:pep
II,1,1566403,1569561,,,SPBC27.04,uds1,SPBC27.04.1,SPBC27.04.1:pep
I,-1,3372749,3375005,3375005,3372749,SPAC8E11.10,SPAC8E11.10,SPAC8E11.10.1,SPAC8E11.10.1:pep
II,1,1569746,1570072,,,SPBC27.05,SPBC27.05,SPBC27.05.1,SPBC27.05.1:pep
II,1,1576159,1577021,1576328,1576818,SPBC28F2.03,ppi1,SPBC28F2.03.1,SPBC28F2.03.1:pep
II,1,1589259,1590907,1589358,,SPBC28F2.11,hmo1,SPBC28F2.11.1,SPBC28F2.11.1:pep
II,1,1589259,1590907,,1590484,SPBC28F2.11,hmo1,SPBC28F2.11.1,SPBC28F2.11.1:pep
II,1,1598511,1598594,,,SPBTRNATYR.02,SPBTRNATYR.02,SPBTRNATYR.02.1,
II,1,1598511,1598594,,,SPBTRNATYR.02,SPBTRNATYR.02,SPBTRNATYR.02.1,
I,-1,3377901,3378094,,,SPAC8E11.06,SPAC8E11.06,SPAC8E11.06.1,SPAC8E11.06.1:pep
I,-1,3377901,3378094,,,SPAC8E11.06,SPAC8E11.06,SPAC8E11.06.1,SPAC8E11.06.1:pep
I,-1,3377901,3378094,,,SPAC8E11.06,SPAC8E11.06,SPAC8E11.06.1,SPAC8E11.06.1:pep
II,-1,1600233,1600306,,,SPBTRNAALA.08,SPBTRNAALA.08,SPBTRNAALA.08.1,
II,1,1602188,1602260,,,SPBTRNAARG.06,SPBTRNAARG.06,SPBTRNAARG.06.1,
II,1,1602773,1604997,,,SPNCRNA.359,SPNCRNA.359,SPNCRNA.359.1,
II,1,1614384,1615655,,,SPNCRNA.365,SPNCRNA.365,SPNCRNA.365.1,
II,1,1636393,1636776,,,SPNCRNA.371,SPNCRNA.371,SPNCRNA.371.1,
II,-1,1645571,1645644,,,SPBTRNAALA.11,SPBTRNAALA.11,SPBTRNAALA.11.1,
II,-1,1646305,1646387,,,SPBTRNAVAL.08,SPBTRNAVAL.08,SPBTRNAVAL.08.1,
II,-1,1646305,1646387,,,SPBTRNAVAL.08,SPBTRNAVAL.08,SPBTRNAVAL.08.1,
I,1,3380524,3381918,3380755,,SPAC8E11.04c,SPAC8E11.04c,SPAC8E11.04c.1,SPAC8E11.04c.1:pep
I,1,3380524,3381918,,,SPAC8E11.04c,SPAC8E11.04c,SPAC8E11.04c.1,SPAC8E11.04c.1:pep
I,1,3380524,3381918,,,SPAC8E11.04c,SPAC8E11.04c,SPAC8E11.04c.1,SPAC8E11.04c.1:pep
I,1,3380524,3381918,,,SPAC8E11.04c,SPAC8E11.04c,SPAC8E11.04c.1,SPAC8E11.04c.1:pep
I,1,3380524,3381918,,3381782,SPAC8E11.04c,SPAC8E11.04c,SPAC8E11.04c.1,SPAC8E11.04c.1:pep
II,1,1651978,1652538,1652042,,SPBC21B10.14,ymr31,SPBC21B10.14.1,SPBC21B10.14.1:pep
II,1,1651978,1652538,,1652358,SPBC21B10.14,ymr31,SPBC21B10.14.1,SPBC21B10.14.1:pep
II,1,1655565,1656928,1655945,,SPBC21B10.08c,SPBC21B10.08c,SPBC21B10.08c.1,SPBC21B10.08c.1:pep
II,1,1655565,1656928,,1656778,SPBC21B10.08c,SPBC21B10.08c,SPBC21B10.08c.1,SPBC21B10.08c.1:pep
II,1,1690079,1691223,1690147,,SPBC19C2.08,prp38,SPBC19C2.08.1,SPBC19C2.08.1:pep
II,1,1690079,1691223,,1690979,SPBC19C2.08,prp38,SPBC19C2.08.1,SPBC19C2.08.1:pep
II,-1,1721083,1724641,,,SPNCRNA.1457,atf21-antisense-1,SPNCRNA.1457.1,
I,-1,3391750,3392906,3392906,3391750,SPAC959.11,SPAC959.11,SPAC959.11.1,SPAC959.11.1:pep
II,1,1728749,1733339,1728833,,SPBC2F12.05c,SPBC2F12.05c,SPBC2F12.05c.1,SPBC2F12.05c.1:pep
II,1,1728749,1733339,,,SPBC2F12.05c,SPBC2F12.05c,SPBC2F12.05c.1,SPBC2F12.05c.1:pep
II,1,1728749,1733339,,,SPBC2F12.05c,SPBC2F12.05c,SPBC2F12.05c.1,SPBC2F12.05c.1:pep
II,1,1728749,1733339,,1733138,SPBC2F12.05c,SPBC2F12.05c,SPBC2F12.05c.1,SPBC2F12.05c.1:pep
I,1,3394883,3395271,,,SPNCRNA.906,SPNCRNA.906,SPNCRNA.906.1,
II,-1,1737874,1739062,,,SPNCRNA.1458,SPNCRNA.1458,SPNCRNA.1458.1,
II,1,1738568,1740097,1738977,1739842,SPBC2F12.02c,mrpl7,SPBC2F12.02c.1,SPBC2F12.02c.1:pep
I,1,3400477,3401152,3400541,3401025,SPAC959.08,rpl2102,SPAC959.08.1,SPAC959.08.1:pep
II,1,1760715,1762094,1760731,,SPBC11G11.03,mrt4,SPBC11G11.03.1,SPBC11G11.03.1:pep
II,1,1760715,1762094,,1761793,SPBC11G11.03,mrt4,SPBC11G11.03.1,SPBC11G11.03.1:pep
I,-1,3415408,3416099,3416099,3415408,SPAC3H5.10,rpl3202,SPAC3H5.10.1,SPAC3H5.10.1:pep
II,1,1763709,1764620,1763751,1764508,SPBC11G11.05,rpa34,SPBC11G11.05.1,SPBC11G11.05.1:pep
II,-1,1776955,1778833,,,SPNCRNA.1463,SPNCRNA.1463,SPNCRNA.1463.1,
II,-1,1777375,1777788,,,SPNCRNA.17,meu11,SPNCRNA.17.1,
I,1,3425873,3429364,3425965,,SPAC3H5.08c,SPAC3H5.08c,SPAC3H5.08c.1,SPAC3H5.08c.1:pep
I,1,3425873,3429364,,,SPAC3H5.08c,SPAC3H5.08c,SPAC3H5.08c.1,SPAC3H5.08c.1:pep
I,1,3425873,3429364,,3428911,SPAC3H5.08c,SPAC3H5.08c,SPAC3H5.08c.1,SPAC3H5.08c.1:pep
II,-1,1790906,1792295,1792295,,SPBC18H10.12c,rpl701,SPBC18H10.12c.1,SPBC18H10.12c.1:pep
II,-1,1790906,1792295,,1790906,SPBC18H10.12c,rpl701,SPBC18H10.12c.1,SPBC18H10.12c.1:pep
